Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN023;FN024
"Arroio do Tigre";13316;6277;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6715;NA;1698230.43;1698230.43;NA;1718877.07;591.64;NA
"Arroio do Tigre";13353;6294;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6294;NA;1958785.77;1958785.77;NA;1973178.4;32540.58;NA
"Arroio do Tigre";13388;6311;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6317;NA;2236301.82;2236301.82;NA;2264037.19;43351.28;NA
"Arroio do Tigre";13332;6284;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6291;NA;2357139.38;2357139.38;NA;2386409.63;16341.5;NA
"Arroio do Tigre";13373;6304;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6311;NA;2520946.04;2520946.04;NA;2573960.51;62729.72;NA
"Arroio do Tigre";13413;6323;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6330;NA;2704318.25;2704318.25;NA;2786235.46;29975.9;NA
"Arroio Grande";18537;15157;1996;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";14000;799;852637.47;842729.39;9908.08;931094.43;8597.83;NA
"Arroio Grande";18698;15289;1997;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";14848;1;976527;965063;11464;961312;NA;NA
"Arroio Grande";18845;15409;1998;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";14869;806;NA;887392;11926;983873;24245;NA
"Arroio Grande";18984;15522;1999;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";13887;746;NA;1020778.33;12351.13;1008714.78;2814.88;NA
"Arroio Grande";19152;15692;2000;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15090;799;NA;1223703.16;13225.07;1146235.78;8104.36;NA
"Arroio Grande";19280;15797;2001;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15474;799;422359.87;409093.38;13266.49;1256715.31;15793.76;NA
"Arroio Grande";19363;15865;2002;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16350;822;1346072.9;1331676.42;14396.48;1341498.56;298296.45;NA
"Arroio Grande";19461;15945;2003;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16653;825;1560521.3;1543671.63;16849.67;1602232.07;118795.27;NA
"Arroio Grande";19666;16113;2004;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";17203;841;1815530.89;1797249.55;18281.34;1834157.96;241441.59;NA
"Arroio Grande";19780;16207;2005;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";17519;866;2075321.98;2055352.37;19969.61;2120964.4;66143.92;NA
"Arroio Grande";19893;16299;2006;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15758;774;2213049.57;2191570.53;21479.03;2319895.23;19827.36;NA
"Arroio Grande";18358;15772;2007;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16052;762;2379813.24;2358266.27;21546.97;2417926.15;933932.38;NA
"Arroio Grande";18801;16153;2008;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15481;705;2588080.93;2565558.31;22522.62;2682662.27;135580.19;NA
"Arroio Grande";18748;16107;2009;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15751;716;2783511.16;2760665.9;22845.26;NA;102456;NA
"Arroio Grande";18470;16085;2010;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15535;758;3041501.89;3015919.54;25582.35;3151589.75;84305.71;2179.34
"Arroio Grande";18418;16040;2011;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16174;673;3393532.81;3364261.04;29271.77;3460590.95;10063;NA
"Arroio Grande";18368;15996;2012;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15884;673;3717657.04;3684300.64;33356.4;3816838.01;8324.1;NA
"Arroio Grande";18979;16528;2013;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16254;672;3944493.22;3909362.84;35130.38;4093138.81;7623.35;92789.23
"Arroio Grande";18964;16515;2014;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16509;669;4426202.55;4387066.96;39135.59;4526103.79;33974.78;NA
"Arroio Grande";18949;16502;2015;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16759;685;4711751.24;4661094.83;50656.41;4797548.57;121581.25;NA
"Arroio Grande";18935;16490;2016;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16490;706;5293812.84;5246869.44;46943.4;5275422.73;30132.15;NA
"Arroio Grande";18922;16479;2017;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";16479;706;5829550.04;5774017.41;55532.63;5812837.36;NA;NA
"Arroio Grande";18351;15981;2018;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15981;703;5940500.58;5883601.51;56899.07;6053398.8;NA;NA
"Arroio Grande";18293;15931;2019;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15931;698;6144879.27;6086306.11;58573.16;6387649.33;NA;NA
"Arroio Grande";18238;15883;2020;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";15883;690;6626623.99;6562843.37;63780.62;6765080.13;28566.94;NA
"Arvorezinha";10336;4820;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Arvorezinha";10400;4850;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Arvorezinha";10262;5377;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Arvorezinha";10306;5400;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";5604;NA;275825.51;275825.51;NA;502077.37;1200.87;NA
"Arvorezinha";10358;5427;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6055;NA;583872.93;583872.93;NA;571295.43;394817.71;NA
"Arvorezinha";10402;5450;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6299;NA;687488.69;687488.69;NA;694707.45;583532.8;NA
"Arvorezinha";10495;5499;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6528;NA;785163.81;785163.81;NA;780161.76;78222.5;NA
"Arvorezinha";10547;5526;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6713;NA;868862.12;868862.12;NA;882625.28;53269.9;NA
"Arvorezinha";10598;5553;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6240;NA;940854.03;940854.03;NA;1021584.56;36021.34;NA
"Arvorezinha";10210;5860;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6348;NA;1003293.88;1003293.88;NA;1014946.78;46640.22;NA
"Arvorezinha";10530;6044;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6545;NA;1115359.89;1115359.89;NA;1143881.14;34613.38;NA
"Arvorezinha";10548;6054;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6810;NA;1234972.4;1234972.4;NA;NA;281830.04;NA
"Arvorezinha";10225;6273;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6349;NA;1330671.21;1330671.21;NA;1370925.14;49519.52;NA
"Arvorezinha";10223;6272;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6362;NA;1424082.19;1424082.19;NA;1430918.68;21620.21;NA
"Arvorezinha";10220;6270;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6461;NA;1670816.72;1670816.72;NA;1714204.39;22404.5;NA
"Arvorezinha";10573;6486;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7044;NA;1869652.78;1869652.78;NA;1925064.66;194519.59;NA
"Arvorezinha";10585;6494;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7278;NA;1882759.17;1882759.17;NA;1934159;24660.81;NA
"Arvorezinha";10595;6500;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7369;NA;2029924.72;2029924.72;NA;2053842.19;54685.93;NA
"Arvorezinha";10605;6506;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6506;NA;2331426.26;2331426.26;NA;2329185.66;92440.55;NA
"Arvorezinha";10614;6512;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6512;NA;2580258.92;2580258.92;NA;2607603.11;107265.3;NA
"Arvorezinha";10425;6396;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6396;NA;2690913.75;2690913.75;NA;2704831.76;99320.22;NA
"Arvorezinha";10424;6395;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6395;NA;2858599.32;2858599.32;NA;2933072.39;40556.34;NA
"Arvorezinha";10423;6394;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6394;NA;3114478.08;3114478.08;NA;3209825.76;32260.54;NA
"Aurea";4027;1067;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Aurea";4016;1064;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Aurea";3889;1262;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Aurea";3862;1253;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Aurea";3842;1247;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1112;NA;86573.45;86573.45;NA;90952.06;69182.44;NA
"Aurea";3820;1240;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1181;NA;110274.13;110274.13;NA;108969.65;74.49;NA
"Aurea";3774;1225;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1223;NA;126960.13;126960.13;NA;123773.77;167.11;NA
"Aurea";3748;1216;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1273;NA;140729.47;140729.47;NA;141115.21;190.71;NA
"Aurea";3723;1208;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1023;NA;151277.09;151277.09;NA;158501.97;1872.38;NA
"Aurea";3715;1362;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1091;NA;161996.8;161996.8;NA;164515.21;1760.43;NA
"Aurea";3802;1394;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1156;NA;193308.4;193308.4;NA;200620.42;756.56;NA
"Aurea";3789;1389;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1209;NA;215216.85;215216.85;NA;NA;NA;NA
"Aurea";3665;1537;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1130;NA;220484.79;220484.79;NA;227917.34;NA;NA
"Aurea";3648;1530;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1560;NA;242212.46;242212.46;NA;247050.55;NA;NA
"Aurea";3632;1523;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1327;NA;273212.83;273212.83;NA;284801.48;18.43;NA
"Aurea";3748;1572;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1361;NA;308007.03;308007.03;NA;317412.74;NA;NA
"Aurea";3740;1568;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1378;NA;351646.93;351646.93;NA;356051.31;NA;NA
"Aurea";3732;1565;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1518;NA;387710.12;387710.12;NA;388906.38;NA;NA
"Aurea";3725;1562;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1606;NA;451224.87;451224.87;NA;454041.56;7501.9;NA
"Aurea";3718;1559;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1603;NA;502451.98;502451.98;NA;512102.18;15211.61;NA
"Aurea";3573;1498;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1545;NA;543541.03;543541.03;NA;555660.84;18013.82;NA
"Aurea";3554;1490;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1537;NA;599136.57;599136.57;NA;613978.7;5645.95;NA
"Aurea";3535;1482;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1529;NA;645280.26;645280.26;NA;662541.41;6359.78;NA
"Balneario Pinhal";5275;5040;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Balneario Pinhal";7452;7120;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Balneario Pinhal";7881;7530;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Balneario Pinhal";8201;7836;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Balneario Pinhal";8549;8168;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Balneario Pinhal";9278;8865;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Balneario Pinhal";9682;9251;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Balneario Pinhal";10083;9634;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4068;NA;2234357.23;2234357.23;NA;2285338.08;228642.46;NA
"Balneario Pinhal";10517;10062;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";19022;NA;2309588.1;2309588.1;NA;2455521.02;69768.11;NA
"Balneario Pinhal";11440;10945;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4258;NA;2492339.19;2492339.19;NA;2613398.02;99998.81;NA
"Balneario Pinhal";11840;11328;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4381;NA;2666828.09;2666828.09;NA;NA;418840.4;NA
"Balneario Pinhal";10856;10743;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";5555;NA;2845814.35;2845814.35;NA;3044341.04;132433.71;NA
"Balneario Pinhal";11118;11002;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";11118;NA;3056905.41;3056905.41;NA;3700106.16;104717.54;NA
"Balneario Pinhal";11371;11253;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6172;NA;3457202.55;3457202.55;NA;4190907.34;689711.79;NA
"Balneario Pinhal";11895;11771;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7436;NA;3732238.06;3732238.06;NA;4615946.76;412779.15;NA
"Balneario Pinhal";12106;11980;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7804;NA;4435018.11;4435018.11;NA;5261083.6;708974.33;NA
"Balneario Pinhal";12305;12177;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7163;NA;4800670.78;4800670.78;NA;4984056.23;181196.19;NA
"Balneario Pinhal";12493;12363;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7361;NA;5334339.06;5334339.06;NA;5456253.66;274748.35;NA
"Balneario Pinhal";12671;12539;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7460;NA;5957548.27;5957548.27;NA;6091244.84;130013.33;NA
"Balneario Pinhal";13760;13617;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7548;NA;6078106.03;6078106.03;NA;6279675.06;90485.05;NA
"Balneario Pinhal";14068;13922;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7633;NA;6466267.08;6466267.08;NA;6750981.54;59687.63;NA
"Balneario Pinhal";14363;14213;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7824;NA;7512683.82;7512683.82;NA;7478133.47;53936.46;NA
"Barao";5455;1763;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5439;1758;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5397;2291;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5381;2284;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5371;2280;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5359;2275;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5334;2264;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5320;2258;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao";5306;2252;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1831;NA;295053.41;295053.41;NA;303917.57;7236.29;NA
"Barao";5293;2563;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1889;NA;311546.47;311546.47;NA;316055.4;93354.49;NA
"Barao";5444;2636;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1884;NA;365065.24;365065.24;NA;372899.52;981.33;NA
"Barao";5444;2636;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1956;NA;403330.04;403330.04;NA;NA;352.06;NA
"Barao";5741;2970;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1968;NA;460810.65;460810.65;NA;468295.78;34135.78;NA
"Barao";5768;2984;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3035;NA;507645.02;507645.02;NA;507627.57;NA;NA
"Barao";5793;2997;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2219;NA;572603.78;572603.78;NA;585520.78;NA;NA
"Barao";6008;3108;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2294;NA;636144.21;636144.21;NA;645790.41;984.7;NA
"Barao";6035;3122;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2413;NA;719858.59;719858.59;NA;720305.35;9213.56;NA
"Barao";6061;3136;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2520;NA;782935.72;782935.72;NA;776164.21;NA;NA
"Barao";6086;3148;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2637;NA;897263.54;897263.54;NA;898657.9;NA;NA
"Barao";6109;3160;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2656;NA;971615.35;971615.35;NA;971783.06;NA;NA
"Barao";6139;3176;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2761;NA;1049915.06;1049915.06;NA;1047833.91;790.39;NA
"Barao";6171;3192;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2775;NA;1097339.85;1097339.85;NA;1122242.91;NA;NA
"Barao";6202;3208;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2827;NA;1176444.12;1176444.12;NA;1197238.51;NA;NA
"Barao de Cotegipe";6872;2990;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao de Cotegipe";6848;2980;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao de Cotegipe";6927;3287;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao de Cotegipe";6518;3093;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao de Cotegipe";6472;3071;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao de Cotegipe";6446;3059;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao de Cotegipe";6422;3047;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3525;NA;535315.92;535315.92;NA;558533.51;21717.08;NA
"Barao de Cotegipe";6519;3697;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3664;NA;581764.1;581764.1;NA;584387.04;7070.14;NA
"Barao de Cotegipe";6716;3809;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3802;NA;640798.2;640798.2;NA;659540.58;26885.58;NA
"Barao de Cotegipe";6724;3813;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3983;NA;708492.04;708492.04;NA;NA;15951.05;NA
"Barao de Cotegipe";6529;3966;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3752;NA;759759.22;759759.22;NA;796968.31;172173.78;NA
"Barao de Cotegipe";6525;3964;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4010;NA;865188.49;865188.49;NA;864723.13;10221.01;NA
"Barao de Cotegipe";6521;3961;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4072;NA;972366.78;972366.78;NA;997206.07;6203;NA
"Barao de Cotegipe";6744;4097;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4414;NA;1074224.82;1074224.82;NA;1098170.59;NA;NA
"Barao de Cotegipe";6749;4100;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4636;NA;1261063.8;1261063.8;NA;1261902.72;26044.36;NA
"Barao de Cotegipe";6754;4103;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4796;NA;1383124.51;1383124.51;NA;1397735.49;20199.59;NA
"Barao de Cotegipe";6759;4106;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4106;NA;1579376.96;1579376.96;NA;1582901.02;2187.66;NA
"Barao de Cotegipe";6763;4108;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4108;NA;1730069.9;1730069.9;NA;1739885.85;62546;NA
"Barao de Cotegipe";6627;4026;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4026;NA;1843710.96;1843710.96;NA;1854789.87;539778.3;17960
"Barao de Cotegipe";6623;4023;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4023;NA;2023971.99;2023971.99;NA;2048253.55;157068.15;NA
"Barao de Cotegipe";6620;4021;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4021;NA;2160924.87;2160924.87;NA;2206466.07;125273.46;NA
"Barao do Triunfo";6276;547;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao do Triunfo";6322;551;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao do Triunfo";6662;593;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao do Triunfo";6752;601;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao do Triunfo";6827;608;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Barao do Triunfo";6904;615;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
